date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:30:20	9073/9073	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:39%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=715	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting6344.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=687)
20:30:20	3175/3175	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:39%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=687&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopice94d.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=687)
20:30:21	3228/3228	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2026%20Dec%202022%2001:49:29%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=685	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed15ef.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685)
20:30:21	15173/15173	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:40%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=715	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic0c63.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=687)
20:30:21	15582/15582	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:41%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=685	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicef80.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685)
20:30:22	3543/3543	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:42%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicf52c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685)
20:30:22	9077/9077	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:41%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=685	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting2198.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685)
20:30:22	9073/9073	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:42%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=713	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting647e.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685)
20:30:23	15582/15582	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:43%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=713	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic2e8b.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=685)
20:30:23	2878/2878	U-----	200	untouched ('')	application/atom+xml	date:Tue,%2020%20Dec%202022%2011:22:18%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=683	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feedd3ae.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683)
20:30:23	15255/15255	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:44%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=683	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicf72c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683)
20:30:23	9077/9077	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:44%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=683	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting8ac4.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683)
20:30:24	3210/3210	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:45%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic8fe3.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683)
20:30:24	9073/9073	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:45%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=711	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting4f0b.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683)
20:30:25	3803/3803	U-----	200	untouched ('')	application/atom+xml	date:Thu,%2015%20Dec%202022%2001:26:44%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=681	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed9f86.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681)
20:30:25	15255/15255	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:46%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=711	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopica308.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=683)
20:30:26	9077/9077	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:47%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=681	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postinge3ee.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681)
20:30:26	4217/4217	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:48%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicf239.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681)
20:30:26	16303/16303	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:47%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=681	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicc904.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681)
20:30:26	9073/9073	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:48%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=709	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting985c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681)
20:30:27	3377/3377	U-----	200	untouched ('')	application/atom+xml	date:Wed,%2007%20Dec%202022%2015:50:37%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=4&t=679	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed2cca.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679)
20:30:27	16303/16303	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:49%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=709	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicc344.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=681)
20:30:28	15814/15814	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:50%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=679	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic3473.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679)
20:30:28	9077/9077	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:50%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=4&t=679	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting0e3c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679)
20:30:28	3754/3754	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:51%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic21b4-2.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679)
20:30:28	9073/9073	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:52%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=4&p=707	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postinge3f3.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679)
20:30:29	28427/28427	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:53%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=12531&start=10	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search3083.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=12531&sr=posts)
20:30:29	15814/15814	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:52%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=707	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic25b8.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=4&t=679)
20:30:29	28253/28253	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:53%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=12531&start=20	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/searchc4c5.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=12531&sr=posts)
20:30:29	28330/28330	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:54%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=12531&start=30	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/searchdc74.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=12531&sr=posts)
20:30:30	2791/2791	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2014%20Aug%202017%2014:27:55%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=2&t=67	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed28e4.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67)
20:30:30	22024/22024	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:56%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=12531&start=120	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search6847.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=12531&sr=posts)
20:30:30	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2016%20May%202023%2012:30:31%20GMT	http://www.royalclub.tw/bbs3/memberlist.php?mode=viewprofile&u=12531&sid=db25550c72854578cb53ba86598c166f	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/memberlist1937.html	(from http://www.royalclub.tw/bbs3/index.php)
20:30:31	28243/28243	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:55%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=12531&start=40	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search16a2.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=12531&sr=posts)
20:30:31	9076/9076	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:59%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=2&t=67	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting8ac8.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67)
20:30:31	14920/14920	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:58%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=67	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic2aee.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67)
20:30:32	3057/3057	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:48:59%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopica3c4.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67)
20:30:32	9072/9072	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:00%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=2&p=71	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting53b4.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67)
20:30:32	14920/14920	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:00%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=71	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic6cf3.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=67)
20:30:32	2237/2237	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2014%20Aug%202017%2013:41:50%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=2&t=66	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed9aa7.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66)
20:30:33	2551/2551	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:02%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic5b6a.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66)
20:30:33	14438/14438	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:01%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=66	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic48cf.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66)
20:30:33	9076/9076	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:02%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=2&t=66	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingaa76.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66)
20:30:33	9072/9072	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:03%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=2&p=70	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting3883.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66)
20:30:34	2698/2698	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2014%20Aug%202017%2012:53:44%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=2&t=65	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feede9f1.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65)
20:30:34	14438/14438	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:03%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=70	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic3f3a.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=66)
20:30:34	9076/9076	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:05%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=2&t=65	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/postingde9c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65)
20:30:34	14924/14924	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:04%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=65	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic0f53.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65)
20:30:35	2980/2980	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:05%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopic7857.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65)
20:30:35	9072/9072	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:06%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=2&p=69	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting4749.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65)
20:30:35	14924/14924	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:06%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=69	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopice2dc.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=65)
20:30:35	1917/1917	U-----	200	untouched ('')	application/atom+xml	date:Mon,%2013%20Mar%202017%2007:12:42%20GMT	http://www.royalclub.tw/bbs3/feed.php?f=2&t=1	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/feed8112.php	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:36	9075/9075	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:08%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=reply&f=2&t=1	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting59e9.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:36	14122/14122	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:07%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?t=1	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopicb73c.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:36	11696/11696	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:09%20GMT	http://www.royalclub.tw/bbs3/search.php?author_id=2&sr=posts	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search51e1.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:36	2176/2176	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:08%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1&view=print	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopiced1e.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:37	9071/9071	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:09%20GMT	http://www.royalclub.tw/bbs3/posting.php?mode=quote&f=2&p=1	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/posting4384.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:37	14122/14122	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:10%20GMT	http://www.royalclub.tw/bbs3/viewtopic.php?p=1	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/viewtopiccff1.html	(from http://www.royalclub.tw/bbs3/viewtopic.php?f=2&t=1)
20:30:37	25375/25375	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:10%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=48&start=10	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/searcha734.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=48&sr=posts)
20:30:38	26178/26178	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:11%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=48&start=20	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search981e.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=48&sr=posts)
20:30:38	26502/26502	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:11%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=48&start=30	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search4abf.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=48&sr=posts)
20:30:39	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2016%20May%202023%2012:30:39%20GMT	http://www.royalclub.tw/bbs3/memberlist.php?mode=viewprofile&u=48&sid=db25550c72854578cb53ba86598c166f	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/memberlist2bed.html	(from http://www.royalclub.tw/bbs3/index.php)
20:30:39	25600/25600	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:12%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=48&start=40	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/searchff87.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=48&sr=posts)
20:30:39	14485/14485	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:13%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=48&start=50	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search8301.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=48&sr=posts)
20:30:39	28347/28347	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:15%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=872&start=10	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/searchf442.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=872&sr=posts)
20:30:40	27519/27519	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:15%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=872&start=20	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search87e9.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=872&sr=posts)
20:30:40	27602/27602	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:16%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=872&start=30	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/searchf253.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=872&sr=posts)
20:30:40	15198/15198	U-----	200	untouched ('OK')	text/html	date:Wed,%2010%20May%202023%2001:49:18%20GMT	http://www.royalclub.tw/bbs3/search.php?st=0&sk=t&sd=d&sr=posts&author_id=872&start=100	C:/Users/User/OneDrive/%e6%96%87%e4%bb%b6/GitHub/base/REC_FORUM/www.royalclub.tw/bbs3/search886c.html	(from http://www.royalclub.tw/bbs3/search.php?author_id=872&sr=posts)
